Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
MANH,"Manhattan Associates, Inc.",90.86,1754695952,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",1.69,7211551.1,n/a,1997,Finance,Finance Companies,http://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",10.16,124926130.6,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",18.81,49803895.35,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,6.061,1829053517,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,28.64,1064178141,n/a,1971,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
MCHX,"Marchex, Inc.",6.73,254323106.2,n/a,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
MARPS,Marine Petroleum Trust,17.01,34020000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
LEDR,"Market Leader, Inc",12.66,346248556.6,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ledr
MKTX,"MarketAxess Holdings, Inc.",52.34,1965993300,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
MKTO,"Marketo, Inc.",36.98,1369698300,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto
MRLN,Marlin Business Services Corp.,24.42,315539513.5,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
FISH,"Marlin Midstream Partners, LP",19.34,337465400.6,n/a,1992,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/fish
MBII,"Marrone Bio Innovations, Inc.",12.5,228343937.5,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",18.09,601012554.2,n/a,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,45,1198092420,n/a,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,13.17,6480957000,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,25.24,1425390408,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
MASC,Material Sciences Corporation,9.8,101093154.4,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/masc
MTRX,Matrix Service Company,15.79,411662053.2,n/a,1981,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",42.02,14478251818,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
MATR,Mattersight Corporation,3.73,65092121.83,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/matr
MATW,Matthews International Corporation,39.57,1085587636,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
MFRM,Mattress Firm Holding Corp.,40.76,1379487146,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm
MTSN,"Mattson Technology, Inc.",2.19,129242705.5,n/a,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsn
MXIM,"Maxim Integrated Products, Inc.",27.64,7874295033,n/a,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",9.27,273789830.1,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
MAXY,"Maxygen, Inc.",2.54,70583422.46,n/a,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/maxy
MFLR,"Mayflower Bancorp, Inc.",19.8,40869298.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mflr
MZOR,Mazor Robotics Ltd.,14.28,208737900,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,28.55,1564929964,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
MCGC,MCG Capital Corporation,5.04,358958038.3,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/mcgc
MGRC,McGrath RentCorp,34.07,872961845.7,n/a,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,24.35,765055206.8,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
MEAD,Meade Instruments Corp.,4.5,5873166,n/a,1997,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/mead
MEAS,"Measurement Specialties, Inc.",47.49,746859273.4,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/meas
MCOX,Mecox Lane Limited,3.57,210903283.5,n/a,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/mcox
TAXI,Medallion Financial Corp.,14.49,318323318.7,n/a,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
MDAS,"MedAssets, Inc.",23.24,1422144400,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdas
MBIS,Mediabistro Inc.,1.42,8551925.86,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mbis
MDCI,Medical Action Industries Inc.,5.46,89492828.88,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mdci
MNOV,"MediciNova, Inc.",2.519,56208434.49,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",87.61,2337159091,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
MDVN,"Medivation, Inc.",54.48,4097551667,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn
MWRX,MedWorth Acquisition Corp.,8.0322,81936070.59,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/mwrx
MEIP,"MEI Pharma, Inc.",6.85,117248511.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip
MELA,"MELA Sciences, Inc",0.669,28842024.34,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mela
MPEL,Melco Crown Entertainment Limited,27.13,14994382873,n/a,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel
MLNX,"Mellanox Technologies, Ltd.",40.46,1756273640,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
MEMP,Memorial Production Partners LP,20.83,928118144,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp
MEMS,"MEMSIC, Inc.",4.17,101955766.1,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mems
MENT,Mentor Graphics Corporation,21.27,2400590948,n/a,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
MTSL,MER Telemanagement Solutions Ltd.,1.7757,8284629.565,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",120.01,5298793489,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli
MBWM,Mercantile Bank Corporation,20.39,177535791.2,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,6.87,383714946.5,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc
MBVT,"Merchants Bancshares, Inc.",32.47,204772736.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
MRCY,Mercury Systems Inc,8.99,291168389.7,n/a,1985,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy
MRGE,Merge Healthcare Incorporated.,2.41,225730570.2,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/mrge
VIVO,Meridian Bioscience Inc.,23.19,962500532.6,n/a,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo
EBSB,"Meridian Interstate Bancorp, Inc.",20.72,457768244.6,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ebsb
MMSI,"Merit Medical Systems, Inc.",13.17,561002700.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",3.38,345468546,n/a,1983,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
MERU,"Meru Networks, Inc.",3.49,78399360,n/a,2010,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/meru
MSLI,Merus Labs International Inc.,0.915,35128233.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli
MLAB,"Mesa Laboratories, Inc.",66.65,226601935.4,n/a,1972,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
CASH,"Meta Financial Group, Inc.",31.15,185865197,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
MBLX,"Metabolix, Inc.",1.38,47633131.56,n/a,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx
MEOH,Methanex Corporation,46.97,4479371081,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
MEIL,METHES ENERGIES INTERNATIONAL LTD,2.45,17096514.05,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meil
MEILW,METHES ENERGIES INTERNATIONAL LTD,0.2051,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilw
MEILZ,METHES ENERGIES INTERNATIONAL LTD,0.33,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilz
METR,"Metro Bancorp, Inc",20.05,283598327.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
MCBI,"MetroCorp Bancshares, Inc.",10.5,196350294,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbi
MFRI,"MFRI, Inc.",10.38,72078325.56,n/a,1989,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mfri
MGCD,MGC Diagnostics Corporation,8.479,34598415.36,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd
MGEE,MGE Energy Inc.,55.75,1288585319,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",5.91,105502571.9,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mgpi
MCRL,"Micrel, Incorporated",9.95,575442937,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/mcrl
MCHP,Microchip Technology Incorporated,39.11,7716589242,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
MFI,MicroFinancial Incorporated,8.09,116783178.8,n/a,1999,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/mfi
MU,"Micron Technology, Inc.",13.8,14330956546,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
MICT,"Micronet Enertec Technologies, Inc.",4.87,28398168.02,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict
MICTW,"Micronet Enertec Technologies, Inc.",1,0,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mictw
MCRS,"MICROS Systems, Inc.",49.46,3890465831,n/a,1981,Technology,EDP Services,http://www.nasdaq.com/symbol/mcrs
MSCC,Microsemi Corporation,26.01,2423545318,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,31.62,2.63393E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,94.9,1072468411,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",2.01,56157390,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis
MPB,Mid Penn Bancorp,11.7,40858903.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
MCEP,"Mid-Con Energy Partners, LP",22.91,442077270.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep
MBRG,Middleburg Financial Corporation,18.82,133426234.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg
MSEX,Middlesex Water Company,20.66,327414081.1,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
MOFG,"MidWestOne Financial Group, Inc.",24.92,211001278.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
MDXG,"MiMedx Group, Inc",5.83,561864990.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdxg
MNDO,MIND C.T.I. Ltd.,1.73,32491853.14,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo
MSPD,"Mindspeed Technologies, Inc.",2.83,122794486.7,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mspd
MRTX,"Mirati Therapeutics, Inc.",8.6,85636435,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",4.25,30140940.5,n/a,1992,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",17.11,218702329.9,n/a,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
MITK,"Mitek Systems, Inc.",5.44,165098255.4,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,4.58,246276978.3,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl
MKSI,"MKS Instruments, Inc.",25.23,1341257909,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
MINI,"Mobile Mini, Inc.",31.61,1463516922,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini
MOCO,"MOCON, Inc.",13.62,75333799.92,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/moco
MPAC,MOD-PAC CORP.,8.2901,27494912.5,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpac
MLNK,"ModusLink Global Solutions, Inc",2.95,152060853.4,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk
MOLX,Molex Incorporated,30.06,5355896432,n/a,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/molx
MOLXA,Molex Incorporated,24.84,2049777003,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/molxa
MNTA,"Momenta Pharmaceuticals, Inc.",14.81,774335148.2,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta
MCRI,"Monarch Casino & Resort, Inc.",19.6,320869502.8,n/a,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri
MNRK,"Monarch Financial Holdings, Inc.",11.52,120638407.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk
MDLZ,"Mondelez International, Inc.",30.75,54755468123,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",22.25,1289279387,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mgi
MPWR,"Monolithic Power Systems, Inc.",28.98,1090717014,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,24.66,956401159.3,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
MNRO,"Monro Muffler Brake, Inc.",43.5,1365292827,n/a,1991,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,13.8,134937393.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mrcc
MNST,Monster Beverage Corporation,59.24,9916994062,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst
MHGC,Morgans Hotel Group Co.,6.86,223828615.1,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/mhgc
MORN,"Morningstar, Inc.",78.03,3598107890,n/a,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
MOSY,"MoSys, Inc.",3.67,176455805.7,n/a,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
MPAA,"Motorcar Parts of America, Inc.",9.46,136800861.3,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpaa
MOVE,"Move, Inc.",14.47,583214840.4,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/move
MSBF,MSB Financial Corp.,7.4,37117933.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
MNTG,"MTR Gaming Group, Inc.",3.5,97730377.5,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mntg
MTSC,MTS Systems Corporation,60.74,947991593.1,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc
MBND,Multiband Corporation,3.22,70469880.32,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbnd
LABL,Multi-Color Corporation,32.45,530801426.7,n/a,1987,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/labl
MFLX,"Multi-Fineline Electronix, Inc.",15.28,367478988.2,n/a,2004,Technology,Electrical Products,http://www.nasdaq.com/symbol/mflx
MGAM,"Multimedia Games Holding Company, Inc.",36.74,1063662789,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mgam
MFSF,MutualFirst Financial Inc.,15,106496685,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
MWIV,"MWI Veterinary Supply, Inc.",144.55,1850405654,n/a,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mwiv
MYL,Mylan Inc.,35.73,13642142188,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl
MYRG,"MYR Group, Inc.",22.13,465739128,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/myrg
MYGN,"Myriad Genetics, Inc.",27.26,2192976824,n/a,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/mygn
NANO,Nanometrics Incorporated,13.57,315577433.5,n/a,1984,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nano
NSPH,"Nanosphere, Inc.",1.98,114919409.9,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nsph
NSTG,"NanoString Technologies, Inc.",7.46,109019984.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nstg
NSSC,"NAPCO Security Technologies, Inc.",4.95,95516858.25,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nssc
NASB,NASB Financial Inc.,27.51,216438061.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nasb
QQQX,NASDAQ Premium Income and Growth Fund Inc.,16.17,298892812.7,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/qqqx
NAFC,Nash-Finch Company,25.49,313923191.1,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/nafc
NATH,"Nathan&#39;s Famous, Inc.",49.84,222292380.8,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nath
NAUH,"National American University Holdings, Inc.",3.31,82911600.82,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nauh
NKSH,"National Bankshares, Inc.",36.98,256936078.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
FIZZ,National Beverage Corp.,17.5,810757762.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz
NCMI,"National CineMedia, Inc.",18.63,1032013619,n/a,2007,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ncmi
NATI,National Instruments Corporation,28.27,3528062274,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
NATL,National Interstate Corporation,26.39,520333925.9,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/natl
NPBC,"National Penn Bancshares, Inc.",10.53,1533655371,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/npbc
NRCIA,National Research Corporation,16.36,56531374.68,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcia
NRCIB,National Research Corporation,34.26,828687526.4,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcib
NSEC,"National Security Group, Inc.",7.12,17562192,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
NTSC,"National Technical Systems, Inc.",22.83,265300466.9,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/ntsc
NWLI,National Western Life Insurance Company,209.88,762864058.4,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",4.5,31051147.5,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/naii
NATR,"Nature&#39;s Sunshine Products, Inc.",18.15,290041519.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,13.44,413223968.6,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby
NVSL,Naugatuck Valley Financial Corporation,7.5,52516560,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nvsl
NAVR,Navarre Corporation,3.2,181863033.6,n/a,1993,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/navr
NBTF,NB&T FINANCIAL GROUP INC,22.85,77997263.95,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbtf
NBTB,NBT Bancorp Inc.,22.74,991189801.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb
NCIT,"NCI, Inc.",5.49,70972606.35,n/a,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/ncit
NKTR,Nektar Therapeutics,11.36,1315000190,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr
NEOG,Neogen Corporation,53.7,1292316759,n/a,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",2.49,121736363.9,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/neo
NEON,Neonode Inc.,6.6,228462128.4,n/a,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/neon
NBS,"Neostem, Inc.",7.63,155020762.5,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nbs
NEPT,Neptune Technologies & Bioresources Inc,3.34,201018297.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept
UEPS,"Net 1 UEPS Technologies, Inc.",7.39,338036387.7,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ueps
NETE,"Net Element International, Inc.",5.68,159814973.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete
NETC,NET Servicos de Comunicacao S.A.,12.05,4132711392,n/a,1994,Consumer Services,Television Services,http://www.nasdaq.com/symbol/netc
NTAP,"NetApp, Inc.",41.75,14311597271,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap
NTES,"NetEase, Inc.",74.2,9634251691,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ntes
NFLX,"Netflix, Inc.",273.29,16102928112,n/a,2002,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx
NTGR,"NETGEAR, Inc.",29.7,1148450945,n/a,2003,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntgr
NLST,"Netlist, Inc.",0.8,25265933.6,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst
NTCT,"NetScout Systems, Inc.",25.88,1070726951,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,10.16,90723953.68,n/a,1994,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk
NBIX,"Neurocrine Biosciences, Inc.",14.48,971061901.3,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",1.7,4481441.4,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/nuro
NCBC,"New Century Bancorp, Inc. (NC)",6.79,46995980.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ncbc
NHTB,"New Hampshire Thrift Bancshares, Inc.",13.39,95071919.02,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nhtb
NYMT,"New York Mortgage Trust, Inc.",5.77,367864792.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymt
NYMTP,"New York Mortgage Trust, Inc.",20.54,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp
NBBC,NewBridge Bancorp,7.36,209600405.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc
NEWL,NewLead Holdings Ltd.,0.1047,32405771.65,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/newl
NLNK,NewLink Genetics Corporation,18.39,472647900.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk
NFSB,"Newport Bancorp, Inc.",16.99,60269850.28,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfsb
NEWP,Newport Corporation,16.01,626248360.8,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/newp
NWS,News Corporation,15.88,36754943031,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nws
NWSA,News Corporation,15.7,5948320356,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nwsa
NEWS,"NewStar Financial, Inc.",14.16,688304063,n/a,2006,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news
NEWT,Newtek Business Services Inc.,2.48,87744602.24,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/newt
NXST,"Nexstar Broadcasting Group, Inc.",30.25,907374008.8,n/a,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst
NFEC,NF Energy Saving Corporation,2.33,12719812.51,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nfec
